Gene description	Synonyms
Keratin 10	Keratin-10; KRT-10; KRT10
Keratin 12	Keratin-12; KRT-12; KRT12
Keratin 13	Keratin-13; KRT-13; KRT13
Keratin 14	Keratin-14; KRT-14; KRT14
Keratin 15	Keratin-15; KRT-15; KRT15
Keratin 16	Keratin-16; KRT-16; KRT16
Keratin 17	Keratin-17; KRT-17; KRT17
Keratin 18	Keratin-18; KRT-18; KRT18
Keratin 19	Keratin-19; KRT-19; KRT19
Keratin 2	Keratin-2; KRT-2; KRT2
Keratin 20	Keratin-20; KRT-20; KRT20
Keratin 222	Keratin-222; KRT-222; KRT222
Keratin 23	Keratin-23; KRT-23; KRT23
Keratin 24	Keratin-24; KRT-24; KRT24
Keratin 25	Keratin-25; KRT-25; KRT25
Keratin 26	Keratin-26; KRT-26; KRT26
Keratin 27	Keratin-27; KRT-27; KRT27
Keratin 28	Keratin-28; KRT-28; KRT28
Keratin 3	Keratin-3; KRT-3; KRT3
Keratin 31	Keratin-31; KRT-31; KRT31
Keratin 32	Keratin-32; KRT-32; KRT32
Keratin 33B	KRT33B
Keratin 34	Keratin-34; KRT-34; KRT34
Keratin 35	Keratin-35; KRT-35; KRT35
Keratin 36	Keratin-36; KRT-36; KRT36
Keratin 37	Keratin-37; KRT-37; KRT37
Keratin 38	Keratin-38; KRT-38; KRT38
Keratin 39	Keratin-39; KRT-39; KRT39
Keratin 4	Keratin-4; KRT-4; KRT4
Keratin 40	Keratin-40; KRT-40; KRT40
Keratin 5	Keratin-5; KRT-5; KRT5
Keratin 6A	KRT6A
Keratin 6B	KRT6B
Keratin 6C	KRT6C
Keratin 7	Keratin-7; KRT-7; KRT7
Keratin 71	Keratin-71; KRT-71; KRT71
Keratin 72	Keratin-72; KRT-72; KRT72
Keratin 73	Keratin-73; KRT-73; KRT73
Keratin 74	Keratin-74; KRT-74; KRT74
Keratin 75	Keratin-75; KRT-75; KRT75
Keratin 76	Keratin-76; KRT-76; KRT76
Keratin 77	Keratin-77; KRT-77; KRT77
Keratin 78	Keratin-78; KRT-78; KRT78
Keratin 79	Keratin-79; KRT-79; KRT79
Keratin 8	Keratin-8; KRT-8; KRT8
Keratin 80	Keratin-80; KRT-80; KRT80
Keratin 81	Keratin-81; KRT-81; KRT81
Keratin 82	Keratin-82; KRT-82; KRT82
Keratin 83	Keratin-83; KRT-83; KRT83
Keratin 85	Keratin-85; KRT-85; KRT85
Keratin 86	Keratin-86; KRT-86; KRT86
Keratin 9	Keratin-9; KRT-9; KRT9
Keratin associated protein 1-1	KRTAP1-1
Keratin associated protein 1-3	KRTAP1-3
Keratin associated protein 1-5	KRTAP1-5
Keratin associated protein 10-10	KRTAP10-10
Keratin associated protein 10-11	KRTAP10-11
Keratin associated protein 10-4	KRTAP10-4
Keratin associated protein 10-5	KRTAP10-5
Keratin associated protein 10-6	KRTAP10-6
Keratin associated protein 10-7	KRTAP10-7
Keratin associated protein 10-8	KRTAP10-8
Keratin associated protein 10-9	KRTAP10-9
Keratin associated protein 11-1	KRTAP11-1
Keratin associated protein 12-1	KRTAP12-1
Keratin associated protein 12-2	KRTAP12-2
Keratin associated protein 12-3	KRTAP12-3
Keratin associated protein 12-4	KRTAP12-4
Keratin associated protein 13-2	KRTAP13-2
Keratin associated protein 13-3	KRTAP13-3
Keratin associated protein 13-4	KRTAP13-4
Keratin associated protein 15-1	KRTAP15-1
Keratin associated protein 17-1	KRTAP17-1
Keratin associated protein 19-1	KRTAP19-1
Keratin associated protein 19-2	KRTAP19-2
Keratin associated protein 19-3	KRTAP19-3
Keratin associated protein 19-4	KRTAP19-4
Keratin associated protein 19-5	KRTAP19-5
Keratin associated protein 19-6	KRTAP19-6
Keratin associated protein 19-7	KRTAP19-7
Keratin associated protein 2-3	KRTAP2-3
Keratin associated protein 2-4	KRTAP2-4
Keratin associated protein 21-2	KRTAP21-2
Keratin associated protein 23-1	KRTAP23-1
Keratin associated protein 26-1	KRTAP26-1
Keratin associated protein 3-1	KRTAP3-1
Keratin associated protein 3-2	KRTAP3-2
Keratin associated protein 3-3	KRTAP3-3
Keratin associated protein 4-1	KRTAP4-1
Keratin associated protein 4-11	KRTAP4-11
Keratin associated protein 4-12	KRTAP4-12
Keratin associated protein 4-2	KRTAP4-2
Keratin associated protein 4-4	KRTAP4-4
Keratin associated protein 4-5	KRTAP4-5
Keratin associated protein 4-7	KRTAP4-7
Keratin associated protein 5-1	KRTAP5-1
Keratin associated protein 5-11	KRTAP5-11
Keratin associated protein 5-2	KRTAP5-2
Keratin associated protein 5-3	KRTAP5-3
Keratin associated protein 5-6	KRTAP5-6
Keratin associated protein 5-7	KRTAP5-7
Keratin associated protein 5-8	KRTAP5-8
Keratin associated protein 5-9	KRTAP5-9
Keratin associated protein 6-1	KRTAP6-1
Keratin associated protein 6-2	KRTAP6-2
Keratin associated protein 7-1	KRTAP7-1
Keratin associated protein 8-1	KRTAP8-1
Keratin associated protein 9-2	KRTAP9-2
Keratin associated protein 9-3	KRTAP9-3
Keratin associated protein 9-4	KRTAP9-4
Keratin associated protein 9-8	KRTAP9-8
Keratinocyte associated protein 2	KRTCAP-2; KRTCAP2
Keratinocyte associated protein 3	KRTCAP-3; KRTCAP3
Keratinocyte differentiation associated protein	KRTDAP
Keratinocyte differentiation factor 1	KDF-1; KDF1
Keratinocyte proline rich protein	KPRP
Keratocan	KERA
Ketohexokinase	KHK
KH and NYN domain containing	KHNYN
KH domain containing 3 like, subcortical maternal complex member	KHDC3L
KH domain containing 4, pre-mRNA splicing factor	KHDC-4; KHDC4
KH RNA binding domain containing, signal transduction associated 1	KHDRBS-1; KHDRBS1
KH RNA binding domain containing, signal transduction associated 2	KHDRBS-2; KHDRBS2
KH RNA binding domain containing, signal transduction associated 3	KHDRBS-3; KHDRBS3
KH-type splicing regulatory protein	KHSRP
KIAA0232	KIAA-0232; KIAA0232
KIAA0319	KIAA-0319; KIAA0319
KIAA0319 like	KIAA0319L
KIAA0408	KIAA-0408; KIAA0408
KIAA0513	KIAA-0513; KIAA0513
KIAA0586	KIAA-0586; KIAA0586
KIAA0753	KIAA-0753; KIAA0753
KIAA0825	KIAA-0825; KIAA0825
KIAA0930	KIAA-0930; KIAA0930
KIAA1143	KIAA-1143; KIAA1143
KIAA1191	KIAA-1191; KIAA1191
KIAA1217	KIAA-1217; KIAA1217
KIAA1328	KIAA-1328; KIAA1328
KIAA1522	KIAA-1522; KIAA1522
KIAA1549	KIAA-1549; KIAA1549
KIAA1586	KIAA-1586; KIAA1586
KIAA1671	KIAA-1671; KIAA1671
KIAA1958	KIAA-1958; KIAA1958
KIAA2013	KIAA-2013; KIAA2013
KICSTOR subunit 2	KICS-2; KICS2; KICSTOR subunit-2
Killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	KIR3DL1
Killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2	KIR3DL2
Killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1	KIR2DL1
Killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3	KIR2DL3
Killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4	KIR2DL4
Killer cell lectin like receptor B1	KLRB-1; KLRB1
Killer cell lectin like receptor C1	KLRC-1; KLRC1
Killer cell lectin like receptor C2	KLRC-2; KLRC2
Killer cell lectin like receptor D1	KLRD-1; KLRD1
Killer cell lectin like receptor F1	KLRF-1; KLRF1
Killer cell lectin like receptor F2	KLRF-2; KLRF2
Killer cell lectin like receptor G1	KLRG-1; KLRG1
Killer cell lectin like receptor G2	KLRG-2; KLRG2
Killer cell lectin like receptor K1	KLRK-1; KLRK1
Killin, p53 regulated DNA replication inhibitor	KLLN
Kin17 DNA and RNA binding protein	KIN
Kinase D interacting substrate 220	KIDINS-220; KIDINS220
Kinase insert domain receptor	KDR
Kinase suppressor of ras 1	KSR-1; KSR1
Kinase suppressor of ras 2	KSR-2; KSR2
Kinectin 1	Kinectin-1; KTN-1; KTN1
Kinesin associated protein 3	KIFAP-3; KIFAP3
Kinesin family binding protein	KIFBP
Kinesin family member 11	KIF-11; KIF11
Kinesin family member 13A	KIF13A
Kinesin family member 13B	KIF13B
Kinesin family member 14	KIF-14; KIF14
Kinesin family member 15	KIF-15; KIF15
Kinesin family member 16B	KIF16B
Kinesin family member 18A	KIF18A
Kinesin family member 18B	KIF18B
Kinesin family member 1A	KIF1A
Kinesin family member 1B	KIF1B
Kinesin family member 1C	KIF1C
Kinesin family member 20A	KIF20A
Kinesin family member 20B	KIF20B
Kinesin family member 21A	KIF21A
Kinesin family member 21B	KIF21B
Kinesin family member 22	KIF-22; KIF22
Kinesin family member 23	KIF-23; KIF23
Kinesin family member 24	KIF-24; KIF24
Kinesin family member 26A	KIF26A
Kinesin family member 26B	KIF26B
Kinesin family member 27	KIF-27; KIF27
Kinesin family member 2A	KIF2A
Kinesin family member 2B	KIF2B
Kinesin family member 2C	KIF2C
Kinesin family member 3A	KIF3A
Kinesin family member 3B	KIF3B
Kinesin family member 3C	KIF3C
Kinesin family member 4A	KIF4A
Kinesin family member 5A	KIF5A
Kinesin family member 5B	KIF5B
Kinesin family member 5C	KIF5C
Kinesin family member 6	KIF-6; KIF6
Kinesin family member 7	KIF-7; KIF7
Kinesin family member 9	KIF-9; KIF9
Kinesin family member C1	KIFC-1; KIFC1
Kinesin family member C3	KIFC-3; KIFC3
Kinesin light chain 1	KLC-1; KLC1
Kinesin light chain 2	KLC-2; KLC2
Kinesin light chain 3	KLC-3; KLC3
Kinesin light chain 4	KLC-4; KLC4
Kinetochore associated 1	Kinetochore associated-1; KNTC-1; KNTC1
Kinetochore localized astrin (SPAG5) binding protein	KNSTRN
Kinetochore scaffold 1	Kinetochore scaffold-1; KNL-1; KNL1
Kininogen 1	Kininogen-1; KNG-1; KNG1
Kirre like nephrin family adhesion molecule 1	KIRREL-1; KIRREL1
Kirre like nephrin family adhesion molecule 2	KIRREL-2; KIRREL2
Kirre like nephrin family adhesion molecule 3	KIRREL-3; KIRREL3
KiSS-1 metastasis suppressor	KISS-1; KISS1
KISS1 receptor	KISS1R
KIT ligand	KITLG
KIT proto-oncogene, receptor tyrosine kinase	KIT
Kizuna centrosomal protein	KIZ
KLF transcription factor 1	KLF-1; KLF1
KLF transcription factor 10	KLF-10; KLF10
KLF transcription factor 11	KLF-11; KLF11
KLF transcription factor 12	KLF-12; KLF12
KLF transcription factor 13	KLF-13; KLF13
KLF transcription factor 15	KLF-15; KLF15
KLF transcription factor 16	KLF-16; KLF16
KLF transcription factor 17	KLF-17; KLF17
KLF transcription factor 2	KLF-2; KLF2
KLF transcription factor 3	KLF-3; KLF3
KLF transcription factor 4	KLF-4; KLF4
KLF transcription factor 5	KLF-5; KLF5
KLF transcription factor 6	KLF-6; KLF6
KLF transcription factor 7	KLF-7; KLF7
KLF transcription factor 8	KLF-8; KLF8
KLF transcription factor 9	KLF-9; KLF9
Klotho	KL
Klotho beta	KLB
KN motif and ankyrin repeat domains 1	KANK-1; KANK1
KN motif and ankyrin repeat domains 2	KANK-2; KANK2
KN motif and ankyrin repeat domains 3	KANK-3; KANK3
KN motif and ankyrin repeat domains 4	KANK-4; KANK4
KRAB box domain containing 4	KRBOX-4; KRBOX4
KRAB box domain containing 5	KRBOX-5; KRBOX5
KRAB-A domain containing 1	KRBA-1; KRBA1
KRAB-A domain containing 2	KRBA-2; KRBA2
KRAS proto-oncogene, GTPase	KRAS
KRI1 homolog	KRI-1; KRI1
Kringle containing transmembrane protein 1	KREMEN-1; KREMEN1
KRIT1 ankyrin repeat containing	KRIT-1; KRIT1
KRR1 small subunit processome component homolog	KRR-1; KRR1
KTI12 chromatin associated homolog	KTI-12; KTI12
KxDL motif containing 1	KXD-1; KXD1
Kynureninase	KYNU
Kynurenine 3-monooxygenase	KMO
Kynurenine aminotransferase 1	KYAT-1; KYAT1; Kynurenine aminotransferase-1
Kynurenine aminotransferase 3	KYAT-3; KYAT3; Kynurenine aminotransferase-3
Kyphoscoliosis peptidase	KY
L antigen family member 3	LAGE-3; LAGE3
L-2-hydroxyglutarate dehydrogenase	L2HGDH
L1 cell adhesion molecule	L1CAM
L3MBTL histone methyl-lysine binding protein 1	L3MBTL1
L3MBTL histone methyl-lysine binding protein 2	L3MBTL2
L3MBTL histone methyl-lysine binding protein 3	L3MBTL3
L3MBTL histone methyl-lysine binding protein 4	L3MBTL4
La ribonucleoprotein 1, translational regulator	LARP-1; LARP1
La ribonucleoprotein 1B	LARP1B
La ribonucleoprotein 4	La ribonucleoprotein-4; LARP-4; LARP4
La ribonucleoprotein 4B	LARP4B
La ribonucleoprotein 6, translational regulator	LARP-6; LARP6
La ribonucleoprotein 7, transcriptional regulator	LARP-7; LARP7
Laccase domain containing 1	LACC-1; LACC1
Lacritin	LACRT
Lactalbumin alpha	LALBA
Lactamase beta	LACTB
Lactamase beta 2	Lactamase beta-2; LACTB-2; LACTB2
Lactase	LCT
Lactase like	LCTL
Lactate dehydrogenase A	LDHA
Lactate dehydrogenase A like 6A	LDHAL6A
Lactate dehydrogenase A like 6B	LDHAL6B
Lactate dehydrogenase B	LDHB
Lactate dehydrogenase C	LDHC
Lactate dehydrogenase D	LDHD
Lactoperoxidase	LPO
Lactotransferrin	LTF
Ladinin 1	LAD-1; LAD1; Ladinin-1
Ladybird homeobox 1	Ladybird homeobox-1; LBX-1; LBX1
Ladybird homeobox 2	Ladybird homeobox-2; LBX-2; LBX2
Laeverin	LVRN
Lamin A/C	LMNA
Lamin B receptor	LBR
Lamin B1	LMNB-1; LMNB1
Lamin B2	LMNB-2; LMNB2
Lamin tail domain containing 2	LMNTD-2; LMNTD2
Laminin subunit alpha 1	LAMA-1; LAMA1
Laminin subunit alpha 2	LAMA-2; LAMA2
Laminin subunit alpha 3	LAMA-3; LAMA3
Laminin subunit alpha 4	LAMA-4; LAMA4
Laminin subunit alpha 5	LAMA-5; LAMA5
Laminin subunit beta 1	LAMB-1; LAMB1
Laminin subunit beta 2	LAMB-2; LAMB2
Laminin subunit beta 3	LAMB-3; LAMB3
Laminin subunit gamma 1	LAMC-1; LAMC1
Laminin subunit gamma 2	LAMC-2; LAMC2
Laminin subunit gamma 3	LAMC-3; LAMC3
LanC like glutathione S-transferase 1	LANCL-1; LANCL1
LanC like glutathione S-transferase 2	LANCL-2; LANCL2
Lanosterol synthase	LSS
Large 60S subunit nuclear export GTPase 1	LSG-1; LSG1
Large tumor suppressor kinase 1	LATS-1; LATS1
Large tumor suppressor kinase 2	LATS-2; LATS2
LARGE xylosyl- and glucuronyltransferase 1	LARGE-1; LARGE1
LARGE xylosyl- and glucuronyltransferase 2	LARGE-2; LARGE2
LAS1 like ribosome biogenesis factor	LAS1L
Late cornified envelope 1A	LCE1A
Late cornified envelope 1B	LCE1B
Late cornified envelope 1C	LCE1C
Late cornified envelope 1D	LCE1D
Late cornified envelope 1E	LCE1E
Late cornified envelope 1F	LCE1F
Late cornified envelope 2A	LCE2A
Late cornified envelope 2B	LCE2B
Late cornified envelope 2C	LCE2C
Late cornified envelope 2D	LCE2D
Late cornified envelope 3A	LCE3A
Late cornified envelope 3B	LCE3B
Late cornified envelope 3C	LCE3C
Late cornified envelope 3D	LCE3D
Late cornified envelope 3E	LCE3E
Late cornified envelope 4A	LCE4A
Late cornified envelope 5A	LCE5A
Late cornified envelope like proline rich 1	LELP-1; LELP1
Late endosomal/lysosomal adaptor, MAPK and MTOR activator 1	LAMTOR-1; LAMTOR1
Late endosomal/lysosomal adaptor, MAPK and MTOR activator 2	LAMTOR-2; LAMTOR2
Late endosomal/lysosomal adaptor, MAPK and MTOR activator 3	LAMTOR-3; LAMTOR3
Late endosomal/lysosomal adaptor, MAPK and MTOR activator 4	LAMTOR-4; LAMTOR4
Late endosomal/lysosomal adaptor, MAPK and MTOR activator 5	LAMTOR-5; LAMTOR5
Latent transforming growth factor beta binding protein 1	LTBP-1; LTBP1
Latent transforming growth factor beta binding protein 2	LTBP-2; LTBP2
Latent transforming growth factor beta binding protein 3	LTBP-3; LTBP3
Latent transforming growth factor beta binding protein 4	LTBP-4; LTBP4
Latexin	LXN
Layilin	LAYN
LBH domain containing 1	LBHD-1; LBHD1
LBH regulator of WNT signaling pathway	LBH
Lck interacting transmembrane adaptor 1	LIME-1; LIME1
LCK proto-oncogene, Src family tyrosine kinase	LCK
LDL receptor related protein 1	LRP-1; LRP1
LDL receptor related protein 10	LRP-10; LRP10
LDL receptor related protein 12	LRP-12; LRP12
LDL receptor related protein 1B	LRP1B
LDL receptor related protein 2	LRP-2; LRP2
LDL receptor related protein 4	LRP-4; LRP4
LDL receptor related protein 5	LRP-5; LRP5
LDL receptor related protein 6	LRP-6; LRP6
LDL receptor related protein 8	LRP-8; LRP8
LDL receptor related protein associated protein 1	LRPAP-1; LRPAP1
LDOC1 regulator of NFKB signaling	LDOC-1; LDOC1
Lebercilin LCA5	LCA-5; LCA5
Lebercilin LCA5 like	LCA5L
Lecithin retinol acyltransferase	LRAT
Lecithin-cholesterol acyltransferase	LCAT
Lectin, mannose binding 1	LMAN-1; LMAN1
Lectin, mannose binding 2	LMAN-2; LMAN2
Lectin, mannose binding 2 like	LMAN2L
Left-right determination factor 2	LEFTY-2; LEFTY2
Legumain	LGMN
Leiomodin 1	Leiomodin-1; LMOD-1; LMOD1
Leiomodin 2	Leiomodin-2; LMOD-2; LMOD2
Leiomodin 3	Leiomodin-3; LMOD-3; LMOD3
LEM domain containing 1	LEMD-1; LEMD1
LEM domain containing 3	LEMD-3; LEMD3
LEM domain nuclear envelope protein 2	LEMD-2; LEMD2
Lemur tyrosine kinase 2	LMTK-2; LMTK2
Lemur tyrosine kinase 3	LMTK-3; LMTK3
Lengsin, lens protein with glutamine synthetase domain	LGSN
Lens epithelial protein	LENEP
Lens intrinsic membrane protein 2	LIM-2; LIM2
LEO1 homolog, Paf1/RNA polymerase II complex component	LEO-1; LEO1
Leptin	LEP
Leptin receptor	LEPR
Leptin receptor overlapping transcript	LEPROT
Leptin receptor overlapping transcript like 1	LEPROTL-1; LEPROTL1
LETM1 domain containing 1	LETMD-1; LETMD1
Leucine aminopeptidase 3	LAP-3; LAP3; Leucine aminopeptidase-3
Leucine carboxyl methyltransferase 1	LCMT-1; LCMT1
Leucine carboxyl methyltransferase 2	LCMT-2; LCMT2
Leucine rich adaptor protein 1	LURAP-1; LURAP1
Leucine rich adaptor protein 1 like	LURAP1L
Leucine rich alpha-2-glycoprotein 1	LRG-1; LRG1
Leucine rich glioma inactivated 1	LGI-1; LGI1
Leucine rich melanocyte differentiation associated	LRMDA
Leucine rich pentatricopeptide repeat containing	LRPPRC
Leucine rich repeat and coiled-coil centrosomal protein 1	LRRCC-1; LRRCC1
Leucine rich repeat and fibronectin type III domain containing 1	LRFN-1; LRFN1
Leucine rich repeat and fibronectin type III domain containing 2	LRFN-2; LRFN2
Leucine rich repeat and fibronectin type III domain containing 4	LRFN-4; LRFN4
Leucine rich repeat and fibronectin type III domain containing 5	LRFN-5; LRFN5
Leucine rich repeat and Ig domain containing 1	LINGO-1; LINGO1
Leucine rich repeat and sterile alpha motif containing 1	LRSAM-1; LRSAM1
Leucine rich repeat containing 1	LRRC-1; LRRC1
Leucine rich repeat containing 14	LRRC-14; LRRC14
Leucine rich repeat containing 18	LRRC-18; LRRC18
Leucine rich repeat containing 19	LRRC-19; LRRC19
Leucine rich repeat containing 20	LRRC-20; LRRC20
Leucine rich repeat containing 23	LRRC-23; LRRC23
Leucine rich repeat containing 25	LRRC-25; LRRC25
Leucine rich repeat containing 26	LRRC-26; LRRC26
Leucine rich repeat containing 27	LRRC-27; LRRC27
Leucine rich repeat containing 3	LRRC-3; LRRC3
Leucine rich repeat containing 32	LRRC-32; LRRC32
Leucine rich repeat containing 36	LRRC-36; LRRC36
Leucine rich repeat containing 38	LRRC-38; LRRC38
Leucine rich repeat containing 39	LRRC-39; LRRC39
Leucine rich repeat containing 3B	LRRC3B
Leucine rich repeat containing 4	LRRC-4; LRRC4
Leucine rich repeat containing 40	LRRC-40; LRRC40
Leucine rich repeat containing 41	LRRC-41; LRRC41
Leucine rich repeat containing 42	LRRC-42; LRRC42
Leucine rich repeat containing 45	LRRC-45; LRRC45
Leucine rich repeat containing 47	LRRC-47; LRRC47
Leucine rich repeat containing 49	LRRC-49; LRRC49
Leucine rich repeat containing 4C	LRRC4C
Leucine rich repeat containing 52	LRRC-52; LRRC52
Leucine rich repeat containing 55	LRRC-55; LRRC55
Leucine rich repeat containing 56	LRRC-56; LRRC56
Leucine rich repeat containing 57	LRRC-57; LRRC57
Leucine rich repeat containing 58	LRRC-58; LRRC58
Leucine rich repeat containing 59	LRRC-59; LRRC59
Leucine rich repeat containing 61	LRRC-61; LRRC61
Leucine rich repeat containing 73	LRRC-73; LRRC73
Leucine rich repeat containing 8 VRAC subunit A	LRRC8A
Leucine rich repeat containing 8 VRAC subunit B	LRRC8B
Leucine rich repeat containing 8 VRAC subunit C	LRRC8C
Leucine rich repeat containing 8 VRAC subunit D	LRRC8D
Leucine rich repeat containing 8 VRAC subunit E	LRRC8E
Leucine rich repeat containing G protein-coupled receptor 4	LGR-4; LGR4
Leucine rich repeat containing G protein-coupled receptor 5	LGR-5; LGR5
Leucine rich repeat containing G protein-coupled receptor 6	LGR-6; LGR6
Leucine rich repeat kinase 1	LRRK-1; LRRK1
Leucine rich repeat kinase 2	LRRK-2; LRRK2
Leucine rich repeat LGI family member 4	LGI-4; LGI4
Leucine rich repeat neuronal 1	LRRN-1; LRRN1
Leucine rich repeat neuronal 4	LRRN-4; LRRN4
Leucine rich repeat protein 1	LRR-1; LRR1
Leucine rich repeat transmembrane neuronal 2	LRRTM-2; LRRTM2
Leucine rich repeat, Ig-like and transmembrane domains 3	LRIT-3; LRIT3
Leucine rich repeats and calponin homology domain containing 1	LRCH-1; LRCH1
Leucine rich repeats and calponin homology domain containing 2	LRCH-2; LRCH2
Leucine rich repeats and calponin homology domain containing 3	LRCH-3; LRCH3
Leucine rich repeats and calponin homology domain containing 4	LRCH-4; LRCH4
Leucine rich repeats and guanylate kinase domain containing	LRGUK
Leucine rich repeats and immunoglobulin like domains 1	LRIG-1; LRIG1
Leucine rich repeats and immunoglobulin like domains 2	LRIG-2; LRIG2
Leucine rich repeats and immunoglobulin like domains 3	LRIG-3; LRIG3
Leucine rich repeats and IQ motif containing 3	LRRIQ-3; LRRIQ3
Leucine rich repeats and transmembrane domains 1	LRTM-1; LRTM1
Leucine rich repeats and WD repeat domain containing 1	LRWD-1; LRWD1
Leucine rich single-pass membrane protein 1	LSMEM-1; LSMEM1
Leucine rich single-pass membrane protein 2	LSMEM-2; LSMEM2
Leucine rich transmembrane and O-methyltransferase domain containing	LRTOMT
Leucine twenty homeobox	LEUTX
Leucine zipper and CTNNBIP1 domain containing	LZIC
Leucine zipper and EF-hand containing transmembrane protein 1	LETM-1; LETM1
Leucine zipper like transcription regulator 1	LZTR-1; LZTR1
Leucine zipper protein 1	LUZP-1; LUZP1
Leucine zipper protein 4	LUZP-4; LUZP4
